donor_id,name,donor_type,phone,email,address
521,Medet Zhumabekov,INDIVIDUAL,+7 (792) 806-25-93,medet.zhumabekov271@yahoo.com,"129 Tole Bi Street, Karaganda, Kazakhstan"
522,Zarina Ospanov,INDIVIDUAL,+7 (752) 552-72-80,zarina.ospanov408@mail.ru,"14 Dostyk Avenue, Semey, Kazakhstan"
523,Dias Dzhakishev,INDIVIDUAL,+7 (774) 584-35-60,dias.dzhakishev637@mail.ru,"52 Furmanov Street, Karaganda, Kazakhstan"
524,Yerbol Nurpeisov,INDIVIDUAL,+7 (714) 907-20-12,yerbol.nurpeisov171@mail.ru,"68 Nazarbayev Street, Karaganda, Kazakhstan"
525,Kuanysh Dauletov,INDIVIDUAL,+7 (753) 755-28-17,kuanysh.dauletov712@yandex.kz,"146 Furmanov Street, Petropavl, Kazakhstan"
526,Marlen Aliyev,INDIVIDUAL,+7 (793) 263-55-23,marlen.aliyev341@yahoo.com,"145 Abai Avenue, Kostanay, Kazakhstan"
527,Bibigul Bekbolat,INDIVIDUAL,+7 (727) 386-52-65,bibigul.bekbolat104@outlook.com,"40 Masanchi Street, Oral, Kazakhstan"
528,Aidana Zhakenov,INDIVIDUAL,+7 (790) 224-76-59,aidana.zhakenov531@gmail.com,"159 Kabanbai Batyr Avenue, Aktau, Kazakhstan"
529,Gulnara Akhmetov,INDIVIDUAL,+7 (774) 592-71-44,gulnara.akhmetov857@yahoo.com,"67 Tole Bi Street, Aktau, Kazakhstan"
530,Gaukhar Magzumov,INDIVIDUAL,+7 (726) 943-74-37,gaukhar.magzumov528@gmail.com,"88 Kabanbai Batyr Avenue, Pavlodar, Kazakhstan"
531,Aigul Yermekbayev,INDIVIDUAL,+7 (795) 338-62-69,aigul.yermekbayev557@gmail.com,"141 Rozybakiev Street, Semey, Kazakhstan"
532,Yerbol Magzumov,INDIVIDUAL,+7 (744) 968-68-69,yerbol.magzumov925@yandex.kz,"101 Kabanbai Batyr Avenue, Almaty, Kazakhstan"
533,Timur Kairatov,INDIVIDUAL,+7 (766) 891-34-57,timur.kairatov135@mail.ru,"183 Dostyk Avenue, Kyzylorda, Kazakhstan"
534,Kamila Kadyrov,INDIVIDUAL,+7 (762) 887-20-18,kamila.kadyrov896@gmail.com,"25 Masanchi Street, Oral, Kazakhstan"
535,Arman Baimukhanov,INDIVIDUAL,+7 (763) 822-12-79,arman.baimukhanov779@mail.ru,"26 Abai Avenue, Astana, Kazakhstan"
536,Elmira Yermekbayev,INDIVIDUAL,+7 (768) 679-88-19,elmira.yermekbayev861@gmail.com,"48 Masanchi Street, Pavlodar, Kazakhstan"
537,Bolat Akhmetov,INDIVIDUAL,+7 (783) 391-68-19,bolat.akhmetov171@outlook.com,"162 Nazarbayev Street, Pavlodar, Kazakhstan"
538,Oksana Baimukhanov,INDIVIDUAL,+7 (795) 826-19-97,oksana.baimukhanov385@yandex.kz,"143 Tole Bi Street, Aktau, Kazakhstan"
539,Aigul Baimukhanov,INDIVIDUAL,+7 (743) 628-53-43,aigul.baimukhanov573@gmail.com,"19 Abai Avenue, Taraz, Kazakhstan"
540,Oksana Zhakenov,INDIVIDUAL,+7 (751) 759-98-50,oksana.zhakenov598@yandex.kz,"55 Masanchi Street, Aktau, Kazakhstan"
541,Saltanat Esenov,INDIVIDUAL,+7 (755) 499-43-42,saltanat.esenov165@gmail.com,"15 Furmanov Street, Karaganda, Kazakhstan"
542,Rauan Tuleshov,INDIVIDUAL,+7 (718) 873-25-61,rauan.tuleshov596@mail.ru,"145 Zhibek Zholy, Aktau, Kazakhstan"
543,Bakhyt Dzhakishev,INDIVIDUAL,+7 (737) 721-49-94,bakhyt.dzhakishev242@gmail.com,"144 Zhibek Zholy, Kostanay, Kazakhstan"
544,Yerbol Ospanov,INDIVIDUAL,+7 (733) 925-94-36,yerbol.ospanov834@gmail.com,"131 Rozybakiev Street, Atyrau, Kazakhstan"
545,Dias Nurgaliyev,INDIVIDUAL,+7 (746) 907-32-68,dias.nurgaliyev853@outlook.com,"160 Kabanbai Batyr Avenue, Astana, Kazakhstan"
546,Sultan Rakhimov,INDIVIDUAL,+7 (727) 923-89-35,sultan.rakhimov417@outlook.com,"88 Kabanbai Batyr Avenue, Atyrau, Kazakhstan"
547,Bolat Esenov,INDIVIDUAL,+7 (755) 400-68-82,bolat.esenov335@yandex.kz,"174 Furmanov Street, Almaty, Kazakhstan"
548,Togzhan Magzumov,INDIVIDUAL,+7 (735) 805-53-90,togzhan.magzumov121@yandex.kz,"60 Kabanbai Batyr Avenue, Aktau, Kazakhstan"
549,Venera Akhmetov,INDIVIDUAL,+7 (743) 892-75-93,venera.akhmetov624@outlook.com,"91 Kabanbai Batyr Avenue, Almaty, Kazakhstan"
550,Serik Magzumov,INDIVIDUAL,+7 (726) 246-79-93,serik.magzumov631@yahoo.com,"24 Satpayev Street, Semey, Kazakhstan"
551,Madina Kairatov,INDIVIDUAL,+7 (771) 422-11-32,madina.kairatov357@outlook.com,"78 Satpayev Street, Pavlodar, Kazakhstan"
552,Sultan Kairatov,INDIVIDUAL,+7 (791) 347-59-41,sultan.kairatov426@outlook.com,"67 Zhibek Zholy, Pavlodar, Kazakhstan"
553,Venera Ismailov,INDIVIDUAL,+7 (760) 517-72-82,venera.ismailov134@yandex.kz,"68 Nazarbayev Street, Petropavl, Kazakhstan"
554,Venera Abdirov,INDIVIDUAL,+7 (756) 915-24-11,venera.abdirov277@mail.ru,"23 Abai Avenue, Petropavl, Kazakhstan"
555,Medet Serikbayev,INDIVIDUAL,+7 (741) 533-86-87,medet.serikbayev798@yandex.kz,"65 Kabanbai Batyr Avenue, Semey, Kazakhstan"
556,Bolat Abdirov,INDIVIDUAL,+7 (727) 164-38-41,bolat.abdirov573@gmail.com,"87 Satpayev Street, Atyrau, Kazakhstan"
557,Bibigul Aliyev,INDIVIDUAL,+7 (734) 818-20-48,bibigul.aliyev362@yahoo.com,"56 Kabanbai Batyr Avenue, Kyzylorda, Kazakhstan"
558,Zhanna Rakhimov,INDIVIDUAL,+7 (720) 473-34-46,zhanna.rakhimov962@outlook.com,"187 Rozybakiev Street, Aktau, Kazakhstan"
559,Zarina Dauletov,INDIVIDUAL,+7 (794) 255-22-26,zarina.dauletov377@mail.ru,"176 Nazarbayev Street, Oral, Kazakhstan"
560,Marat Akhmetov,INDIVIDUAL,+7 (734) 493-90-28,marat.akhmetov579@gmail.com,"136 Nazarbayev Street, Semey, Kazakhstan"
561,Aidana Ospanov,INDIVIDUAL,+7 (715) 672-10-56,aidana.ospanov938@outlook.com,"77 Zhibek Zholy, Karaganda, Kazakhstan"
562,Oksana Tolegenov,INDIVIDUAL,+7 (731) 245-57-15,oksana.tolegenov678@outlook.com,"143 Satpayev Street, Atyrau, Kazakhstan"
563,Aigul Baimukhanov,INDIVIDUAL,+7 (743) 384-81-39,aigul.baimukhanov372@yahoo.com,"69 Tole Bi Street, Atyrau, Kazakhstan"
564,Oksana Bekbolat,INDIVIDUAL,+7 (723) 469-29-88,oksana.bekbolat295@outlook.com,"64 Furmanov Street, Kostanay, Kazakhstan"
565,Timur Abdirov,INDIVIDUAL,+7 (742) 861-53-66,timur.abdirov276@yandex.kz,"61 Zhibek Zholy, Karaganda, Kazakhstan"
566,Bolat Yermekbayev,INDIVIDUAL,+7 (765) 346-28-21,bolat.yermekbayev245@outlook.com,"98 Masanchi Street, Taraz, Kazakhstan"
567,Saltanat Yermekbayev,INDIVIDUAL,+7 (795) 489-73-45,saltanat.yermekbayev319@outlook.com,"111 Furmanov Street, Oral, Kazakhstan"
568,Bakhyt Zhumabekov,INDIVIDUAL,+7 (715) 492-10-37,bakhyt.zhumabekov472@mail.ru,"171 Tole Bi Street, Kostanay, Kazakhstan"
569,Askar Dzhakishev,INDIVIDUAL,+7 (756) 419-89-76,askar.dzhakishev0@mail.ru,"118 Furmanov Street, Aktobe, Kazakhstan"
570,Aliya Esenov,INDIVIDUAL,+7 (721) 981-34-63,aliya.esenov990@outlook.com,"50 Kabanbai Batyr Avenue, Atyrau, Kazakhstan"
571,Tamara Omarov,INDIVIDUAL,+7 (763) 592-18-53,tamara.omarov83@gmail.com,"147 Nazarbayev Street, Atyrau, Kazakhstan"
572,Dinara Tolegenov,INDIVIDUAL,+7 (795) 705-96-97,dinara.tolegenov90@mail.ru,"165 Rozybakiev Street, Kyzylorda, Kazakhstan"
573,Saule Zhakenov,INDIVIDUAL,+7 (745) 417-32-86,saule.zhakenov953@yahoo.com,"65 Dostyk Avenue, Kostanay, Kazakhstan"
574,Alibek Kairatov,INDIVIDUAL,+7 (714) 250-85-45,alibek.kairatov350@yandex.kz,"168 Satpayev Street, Aktobe, Kazakhstan"
575,Madina Omarov,INDIVIDUAL,+7 (786) 484-99-98,madina.omarov313@yandex.kz,"197 Abai Avenue, Oral, Kazakhstan"
576,Aidana Dauletov,INDIVIDUAL,+7 (794) 996-82-13,aidana.dauletov871@gmail.com,"75 Masanchi Street, Semey, Kazakhstan"
577,Aidar Magzumov,INDIVIDUAL,+7 (743) 540-55-92,aidar.magzumov206@gmail.com,"103 Zhibek Zholy, Kostanay, Kazakhstan"
578,Farida Serikbayev,INDIVIDUAL,+7 (736) 395-81-98,farida.serikbayev574@gmail.com,"129 Masanchi Street, Atyrau, Kazakhstan"
579,Kairat Akhmetov,INDIVIDUAL,+7 (728) 168-93-20,kairat.akhmetov3@outlook.com,"193 Masanchi Street, Kostanay, Kazakhstan"
580,Rauan Akhmetov,INDIVIDUAL,+7 (796) 864-85-94,rauan.akhmetov317@outlook.com,"157 Nazarbayev Street, Astana, Kazakhstan"
581,Asel Rakhimov,INDIVIDUAL,+7 (775) 206-55-90,asel.rakhimov882@yahoo.com,"145 Rozybakiev Street, Oskemen, Kazakhstan"
582,Arman Rakhimov,INDIVIDUAL,+7 (790) 337-40-37,arman.rakhimov515@mail.ru,"194 Rozybakiev Street, Shymkent, Kazakhstan"
583,Alibek Zhumabekov,INDIVIDUAL,+7 (790) 217-33-63,alibek.zhumabekov426@outlook.com,"47 Dostyk Avenue, Oral, Kazakhstan"
584,Aidar Baimukhanov,INDIVIDUAL,+7 (761) 765-70-72,aidar.baimukhanov867@yandex.kz,"120 Tole Bi Street, Petropavl, Kazakhstan"
585,Tamara Bekbolat,INDIVIDUAL,+7 (790) 130-66-20,tamara.bekbolat557@yandex.kz,"38 Tole Bi Street, Oral, Kazakhstan"
586,Dias Omarov,INDIVIDUAL,+7 (753) 375-75-95,dias.omarov954@outlook.com,"60 Zhibek Zholy, Astana, Kazakhstan"
587,Gulnara Dauletov,INDIVIDUAL,+7 (725) 698-38-64,gulnara.dauletov338@mail.ru,"194 Kabanbai Batyr Avenue, Aktau, Kazakhstan"
588,Dana Ismailov,INDIVIDUAL,+7 (744) 312-60-75,dana.ismailov430@gmail.com,"86 Nazarbayev Street, Aktobe, Kazakhstan"
589,Nurlan Zhumabekov,INDIVIDUAL,+7 (783) 937-88-54,nurlan.zhumabekov793@mail.ru,"87 Abai Avenue, Aktobe, Kazakhstan"
590,Bolat Aliyev,INDIVIDUAL,+7 (794) 191-89-97,bolat.aliyev524@gmail.com,"102 Rozybakiev Street, Kostanay, Kazakhstan"
591,Timur Aliyev,INDIVIDUAL,+7 (764) 142-76-49,timur.aliyev747@mail.ru,"36 Kabanbai Batyr Avenue, Oral, Kazakhstan"
592,Medet Tolegenov,INDIVIDUAL,+7 (751) 322-84-54,medet.tolegenov942@gmail.com,"154 Kabanbai Batyr Avenue, Oskemen, Kazakhstan"
593,Gulnara Mambetalin,INDIVIDUAL,+7 (760) 304-15-16,gulnara.mambetalin819@gmail.com,"153 Zhibek Zholy, Karaganda, Kazakhstan"
594,Yerbol Dzhakishev,INDIVIDUAL,+7 (795) 995-67-95,yerbol.dzhakishev474@outlook.com,"79 Dostyk Avenue, Atyrau, Kazakhstan"
595,Dinara Rakhimov,INDIVIDUAL,+7 (796) 771-24-69,dinara.rakhimov933@gmail.com,"40 Rozybakiev Street, Astana, Kazakhstan"
596,Erlan Yermekbayev,INDIVIDUAL,+7 (750) 988-13-87,erlan.yermekbayev445@yandex.kz,"75 Rozybakiev Street, Petropavl, Kazakhstan"
597,Sultan Tuleshov,INDIVIDUAL,+7 (716) 299-35-86,sultan.tuleshov779@mail.ru,"130 Rozybakiev Street, Semey, Kazakhstan"
598,Kamila Dauletov,INDIVIDUAL,+7 (798) 166-41-75,kamila.dauletov350@outlook.com,"23 Furmanov Street, Almaty, Kazakhstan"
599,Baurzhan Zhakenov,INDIVIDUAL,+7 (712) 837-45-92,baurzhan.zhakenov20@outlook.com,"149 Tole Bi Street, Atyrau, Kazakhstan"
600,Laura Zhumabekov,INDIVIDUAL,+7 (785) 465-17-80,laura.zhumabekov339@yahoo.com,"26 Zhibek Zholy, Astana, Kazakhstan"
601,Eurasia Insurance Company,COMPANY,+7 (725) 733-95-86,info@eurasiainsuranc.kz,"124 Kabanbai Batyr Avenue, Kyzylorda, Kazakhstan"
602,Chevron Kazakhstan,COMPANY,+7 (752) 773-51-50,info@chevronkazakhst.kz,"146 Satpayev Street, Almaty, Kazakhstan"
603,Polymetal Kazakhstan,COMPANY,+7 (763) 933-17-72,info@polymetalkazakh.kz,"167 Furmanov Street, Oral, Kazakhstan"
604,Nurbank,COMPANY,+7 (738) 569-90-88,info@nurbank.kz,"142 Kabanbai Batyr Avenue, Almaty, Kazakhstan"
605,Tele2 Kazakhstan,COMPANY,+7 (741) 755-88-46,info@tele2kazakhstan.kz,"20 Furmanov Street, Kyzylorda, Kazakhstan"
606,Nurbank,COMPANY,+7 (782) 550-49-34,info@nurbank.kz,"106 Furmanov Street, Almaty, Kazakhstan"
607,Total E&P Kazakhstan,COMPANY,+7 (732) 397-96-40,info@totalepkazakhst.kz,"9 Dostyk Avenue, Shymkent, Kazakhstan"
608,Magnum Cash & Carry,COMPANY,+7 (732) 384-18-89,info@magnumcashcarry.kz,"168 Furmanov Street, Oskemen, Kazakhstan"
609,Almaty Power Plants,COMPANY,+7 (757) 895-29-19,info@almatypowerplan.kz,"121 Masanchi Street, Taraz, Kazakhstan"
610,Kaztransoil JSC,COMPANY,+7 (731) 816-47-18,info@kaztransoiljsc.kz,"136 Dostyk Avenue, Karaganda, Kazakhstan"
611,KazakhGold,COMPANY,+7 (748) 237-18-33,info@kazakhgold.kz,"184 Nazarbayev Street, Kyzylorda, Kazakhstan"
612,KazAtomProm,COMPANY,+7 (755) 706-22-38,info@kazatomprom.kz,"122 Furmanov Street, Taraz, Kazakhstan"
613,Khorgos Gateway,COMPANY,+7 (772) 676-74-13,info@khorgosgateway.kz,"118 Rozybakiev Street, Oral, Kazakhstan"
614,Air Astana,COMPANY,+7 (744) 364-74-93,info@airastana.kz,"1 Masanchi Street, Kyzylorda, Kazakhstan"
615,KazTransOil,COMPANY,+7 (775) 640-84-94,info@kaztransoil.kz,"175 Zhibek Zholy, Astana, Kazakhstan"
616,Polymetal Kazakhstan,COMPANY,+7 (776) 841-63-35,info@polymetalkazakh.kz,"36 Zhibek Zholy, Shymkent, Kazakhstan"
617,Polymetal Kazakhstan,COMPANY,+7 (732) 318-94-72,info@polymetalkazakh.kz,"168 Furmanov Street, Semey, Kazakhstan"
618,Tau-Ken Samruk,COMPANY,+7 (761) 871-30-18,info@taukensamruk.kz,"120 Abai Avenue, Kyzylorda, Kazakhstan"
619,Eurasian Bank,COMPANY,+7 (730) 299-82-33,info@eurasianbank.kz,"90 Abai Avenue, Shymkent, Kazakhstan"
620,Magnum Cash & Carry,COMPANY,+7 (758) 614-91-22,info@magnumcashcarry.kz,"65 Masanchi Street, Pavlodar, Kazakhstan"
621,Eurasia Insurance Company,COMPANY,+7 (734) 704-99-75,info@eurasiainsuranc.kz,"22 Abai Avenue, Oskemen, Kazakhstan"
622,KazMunayGas JSC,COMPANY,+7 (720) 272-48-47,info@kazmunaygasjsc.kz,"120 Kabanbai Batyr Avenue, Atyrau, Kazakhstan"
623,Kcell JSC,COMPANY,+7 (784) 844-90-99,info@kcelljsc.kz,"14 Masanchi Street, Atyrau, Kazakhstan"
624,Kazpost JSC,COMPANY,+7 (715) 744-96-78,info@kazpostjsc.kz,"184 Kabanbai Batyr Avenue, Karaganda, Kazakhstan"
625,Polymetal Kazakhstan,COMPANY,+7 (710) 793-32-47,info@polymetalkazakh.kz,"200 Abai Avenue, Astana, Kazakhstan"
626,ENRC Kazakhstan,COMPANY,+7 (775) 228-71-38,info@enrckazakhstan.kz,"46 Masanchi Street, Karaganda, Kazakhstan"
627,KazAtomProm,COMPANY,+7 (782) 637-55-44,info@kazatomprom.kz,"1 Nazarbayev Street, Aktau, Kazakhstan"
628,Chevron Kazakhstan,COMPANY,+7 (784) 530-62-20,info@chevronkazakhst.kz,"181 Abai Avenue, Semey, Kazakhstan"
629,Kazakhstan Kagazy,COMPANY,+7 (787) 921-50-67,info@kazakhstankagaz.kz,"157 Satpayev Street, Kostanay, Kazakhstan"
630,Nurbank,COMPANY,+7 (773) 155-74-31,info@nurbank.kz,"36 Dostyk Avenue, Kyzylorda, Kazakhstan"
631,Technodom,COMPANY,+7 (753) 311-79-95,info@technodom.kz,"84 Satpayev Street, Shymkent, Kazakhstan"
632,Eurasia Insurance Company,COMPANY,+7 (737) 875-18-65,info@eurasiainsuranc.kz,"117 Dostyk Avenue, Shymkent, Kazakhstan"
633,Astana Motors,COMPANY,+7 (712) 575-34-36,info@astanamotors.kz,"47 Dostyk Avenue, Atyrau, Kazakhstan"
634,Beeline Kazakhstan,COMPANY,+7 (796) 318-39-96,info@beelinekazakhst.kz,"104 Masanchi Street, Atyrau, Kazakhstan"
635,Kazakhstan Temir Zholy,COMPANY,+7 (748) 554-82-49,info@kazakhstantemir.kz,"135 Kabanbai Batyr Avenue, Karaganda, Kazakhstan"
636,Ekibastuz GRES-1,COMPANY,+7 (774) 481-37-79,info@ekibastuzgres1.kz,"117 Dostyk Avenue, Pavlodar, Kazakhstan"
637,Halyk Bank,COMPANY,+7 (735) 473-63-51,info@halykbank.kz,"7 Abai Avenue, Almaty, Kazakhstan"
638,ArcelorMittal Temirtau,COMPANY,+7 (781) 308-43-79,info@arcelormittalte.kz,"36 Kabanbai Batyr Avenue, Pavlodar, Kazakhstan"
639,Khorgos Gateway,COMPANY,+7 (763) 589-71-83,info@khorgosgateway.kz,"70 Kabanbai Batyr Avenue, Karaganda, Kazakhstan"
640,Air Astana,COMPANY,+7 (760) 844-23-10,info@airastana.kz,"103 Masanchi Street, Atyrau, Kazakhstan"
641,KazMunayGas JSC 1,COMPANY,+7 (745) 230-60-21,info@kazmunaygasjsc1.kz,"93 Furmanov Street, Almaty, Kazakhstan"
642,Bipek Auto 2,COMPANY,+7 (717) 895-76-77,info@bipekauto2.kz,"121 Satpayev Street, Taraz, Kazakhstan"
643,Khorgos Gateway 3,COMPANY,+7 (742) 346-63-51,info@khorgosgateway3.kz,"200 Zhibek Zholy, Kostanay, Kazakhstan"
644,Nomad Insurance 4,COMPANY,+7 (786) 476-18-98,info@nomadinsurance4.kz,"44 Satpayev Street, Semey, Kazakhstan"
645,Total E&P Kazakhstan 5,COMPANY,+7 (730) 414-69-52,info@totalepkazakhst.kz,"156 Furmanov Street, Oral, Kazakhstan"
646,Sulpak 6,COMPANY,+7 (786) 922-56-37,info@sulpak6.kz,"107 Dostyk Avenue, Aktobe, Kazakhstan"
647,Bipek Auto 7,COMPANY,+7 (782) 963-92-21,info@bipekauto7.kz,"176 Tole Bi Street, Petropavl, Kazakhstan"
648,Kaztransoil JSC 8,COMPANY,+7 (764) 396-32-42,info@kaztransoiljsc8.kz,"62 Dostyk Avenue, Atyrau, Kazakhstan"
649,Nurbank 9,COMPANY,+7 (785) 750-54-33,info@nurbank9.kz,"105 Satpayev Street, Aktobe, Kazakhstan"
650,KazakhGold 10,COMPANY,+7 (776) 551-19-16,info@kazakhgold10.kz,"181 Satpayev Street, Petropavl, Kazakhstan"
651,Technodom 11,COMPANY,+7 (710) 930-24-44,info@technodom11.kz,"46 Zhibek Zholy, Oral, Kazakhstan"
652,Astana Motors 12,COMPANY,+7 (738) 340-61-10,info@astanamotors12.kz,"111 Nazarbayev Street, Semey, Kazakhstan"
653,KazTransGas 13,COMPANY,+7 (770) 303-96-63,info@kaztransgas13.kz,"53 Abai Avenue, Aktau, Kazakhstan"
654,Eurasia Insurance Company 14,COMPANY,+7 (771) 292-89-66,info@eurasiainsuranc.kz,"165 Furmanov Street, Astana, Kazakhstan"
655,Nomad Insurance 15,COMPANY,+7 (795) 779-92-43,info@nomadinsurance1.kz,"47 Satpayev Street, Almaty, Kazakhstan"
656,Nomad Insurance 16,COMPANY,+7 (728) 883-86-23,info@nomadinsurance1.kz,"169 Tole Bi Street, Kostanay, Kazakhstan"
657,Bipek Auto 17,COMPANY,+7 (726) 433-78-87,info@bipekauto17.kz,"59 Satpayev Street, Taraz, Kazakhstan"
658,Tau-Ken Samruk 18,COMPANY,+7 (766) 243-66-10,info@taukensamruk18.kz,"63 Rozybakiev Street, Pavlodar, Kazakhstan"
659,Aktau International Sea Port 19,COMPANY,+7 (753) 861-34-85,info@aktauinternatio.kz,"153 Abai Avenue, Kostanay, Kazakhstan"
660,KazTransGas 20,COMPANY,+7 (726) 702-32-52,info@kaztransgas20.kz,"189 Nazarbayev Street, Karaganda, Kazakhstan"
661,Technodom 21,COMPANY,+7 (780) 846-23-43,info@technodom21.kz,"22 Kabanbai Batyr Avenue, Shymkent, Kazakhstan"
662,Eurasian Bank 22,COMPANY,+7 (764) 310-71-28,info@eurasianbank22.kz,"174 Furmanov Street, Taraz, Kazakhstan"
663,Magnum Cash & Carry 23,COMPANY,+7 (754) 702-45-30,info@magnumcashcarry.kz,"194 Dostyk Avenue, Kyzylorda, Kazakhstan"
664,Tele2 Kazakhstan 24,COMPANY,+7 (717) 545-96-26,info@tele2kazakhstan.kz,"136 Zhibek Zholy, Atyrau, Kazakhstan"
665,ForteBank JSC 25,COMPANY,+7 (791) 268-72-43,info@fortebankjsc25.kz,"58 Abai Avenue, Kyzylorda, Kazakhstan"
666,Kazzinc Ltd 26,COMPANY,+7 (731) 349-43-77,info@kazzincltd26.kz,"99 Dostyk Avenue, Almaty, Kazakhstan"
667,KazTransOil 27,COMPANY,+7 (738) 574-56-61,info@kaztransoil27.kz,"56 Rozybakiev Street, Oskemen, Kazakhstan"
668,KazMunayGas JSC 28,COMPANY,+7 (793) 767-67-76,info@kazmunaygasjsc2.kz,"64 Satpayev Street, Oskemen, Kazakhstan"
669,KazTransGas 29,COMPANY,+7 (787) 312-95-85,info@kaztransgas29.kz,"66 Rozybakiev Street, Almaty, Kazakhstan"
670,Kazpost JSC 30,COMPANY,+7 (713) 802-25-56,info@kazpostjsc30.kz,"175 Kabanbai Batyr Avenue, Astana, Kazakhstan"
671,Halyk Bank 31,COMPANY,+7 (762) 857-55-66,info@halykbank31.kz,"76 Nazarbayev Street, Oskemen, Kazakhstan"
672,Kaspi.kz 32,COMPANY,+7 (710) 433-10-51,info@kaspikz32.kz,"46 Tole Bi Street, Aktau, Kazakhstan"
673,ENRC Kazakhstan 33,COMPANY,+7 (747) 446-89-35,info@enrckazakhstan3.kz,"47 Furmanov Street, Oskemen, Kazakhstan"
674,Tau-Ken Samruk 34,COMPANY,+7 (718) 935-40-79,info@taukensamruk34.kz,"72 Nazarbayev Street, Petropavl, Kazakhstan"
675,Khorgos Gateway 35,COMPANY,+7 (786) 292-20-89,info@khorgosgateway3.kz,"91 Nazarbayev Street, Almaty, Kazakhstan"
676,Magnum Cash & Carry 36,COMPANY,+7 (773) 676-17-95,info@magnumcashcarry.kz,"108 Tole Bi Street, Oral, Kazakhstan"
677,Astana Motors 37,COMPANY,+7 (755) 760-98-30,info@astanamotors37.kz,"161 Rozybakiev Street, Pavlodar, Kazakhstan"
678,Almaty Power Plants 38,COMPANY,+7 (761) 198-27-60,info@almatypowerplan.kz,"196 Abai Avenue, Taraz, Kazakhstan"
679,Halyk Bank 39,COMPANY,+7 (766) 577-74-40,info@halykbank39.kz,"160 Rozybakiev Street, Kostanay, Kazakhstan"
680,Bipek Auto 40,COMPANY,+7 (763) 422-33-22,info@bipekauto40.kz,"102 Masanchi Street, Atyrau, Kazakhstan"
681,Kazakhstan Temir Zholy 41,COMPANY,+7 (796) 225-39-66,info@kazakhstantemir.kz,"169 Furmanov Street, Petropavl, Kazakhstan"
682,Tau-Ken Samruk 42,COMPANY,+7 (783) 208-76-61,info@taukensamruk42.kz,"102 Kabanbai Batyr Avenue, Kostanay, Kazakhstan"
683,Nurbank 43,COMPANY,+7 (775) 261-86-66,info@nurbank43.kz,"31 Satpayev Street, Kostanay, Kazakhstan"
684,ENRC Kazakhstan 44,COMPANY,+7 (791) 964-24-64,info@enrckazakhstan4.kz,"70 Abai Avenue, Shymkent, Kazakhstan"
685,Astana Motors 45,COMPANY,+7 (797) 389-20-16,info@astanamotors45.kz,"51 Tole Bi Street, Semey, Kazakhstan"
686,KazTransOil 46,COMPANY,+7 (795) 595-57-44,info@kaztransoil46.kz,"90 Furmanov Street, Atyrau, Kazakhstan"
687,Nurbank 47,COMPANY,+7 (722) 872-81-46,info@nurbank47.kz,"178 Tole Bi Street, Semey, Kazakhstan"
688,ArcelorMittal Temirtau 48,COMPANY,+7 (766) 657-98-82,info@arcelormittalte.kz,"47 Zhibek Zholy, Pavlodar, Kazakhstan"
689,Astana Motors 49,COMPANY,+7 (717) 754-34-15,info@astanamotors49.kz,"94 Zhibek Zholy, Oral, Kazakhstan"
690,Astana Motors 50,COMPANY,+7 (742) 280-42-24,info@astanamotors50.kz,"48 Dostyk Avenue, Pavlodar, Kazakhstan"
691,Air Astana 51,COMPANY,+7 (710) 839-15-89,info@airastana51.kz,"120 Zhibek Zholy, Kyzylorda, Kazakhstan"
692,ATFBank 52,COMPANY,+7 (790) 117-71-27,info@atfbank52.kz,"77 Abai Avenue, Almaty, Kazakhstan"
693,Kazakhtelecom JSC 53,COMPANY,+7 (753) 648-53-22,info@kazakhtelecomjs.kz,"198 Masanchi Street, Kyzylorda, Kazakhstan"
694,Chevron Kazakhstan 54,COMPANY,+7 (775) 615-61-94,info@chevronkazakhst.kz,"77 Rozybakiev Street, Shymkent, Kazakhstan"
695,Tele2 Kazakhstan 55,COMPANY,+7 (758) 254-20-75,info@tele2kazakhstan.kz,"155 Tole Bi Street, Kyzylorda, Kazakhstan"
696,Kazakhstan Kagazy 56,COMPANY,+7 (743) 800-39-74,info@kazakhstankagaz.kz,"105 Nazarbayev Street, Oskemen, Kazakhstan"
697,ForteBank JSC 57,COMPANY,+7 (740) 419-17-20,info@fortebankjsc57.kz,"94 Nazarbayev Street, Oskemen, Kazakhstan"
698,Eurasian Bank 58,COMPANY,+7 (790) 457-82-18,info@eurasianbank58.kz,"94 Nazarbayev Street, Astana, Kazakhstan"
699,Khorgos Gateway 59,COMPANY,+7 (734) 112-16-99,info@khorgosgateway5.kz,"166 Masanchi Street, Pavlodar, Kazakhstan"
700,Astana Motors 60,COMPANY,+7 (797) 239-64-79,info@astanamotors60.kz,"50 Masanchi Street, Taraz, Kazakhstan"
701,Tau-Ken Samruk 61,COMPANY,+7 (752) 152-55-86,info@taukensamruk61.kz,"50 Tole Bi Street, Astana, Kazakhstan"
702,Ekibastuz GRES-1 62,COMPANY,+7 (782) 739-70-60,info@ekibastuzgres16.kz,"152 Rozybakiev Street, Oskemen, Kazakhstan"
703,Beeline Kazakhstan 63,COMPANY,+7 (777) 613-69-77,info@beelinekazakhst.kz,"142 Furmanov Street, Semey, Kazakhstan"
704,KazTransOil 64,COMPANY,+7 (711) 470-77-57,info@kaztransoil64.kz,"171 Satpayev Street, Aktau, Kazakhstan"
