ev_id,event_id,volunteer_id,participation_status,hours_volunteered
41703,1353,1542,ABSENT,0
41704,1528,920,REGISTERED,0
41705,609,2697,REGISTERED,0
41706,3193,356,REGISTERED,0
41707,768,2828,ATTENDED,9
41708,2850,1317,ABSENT,0
41709,287,1006,ABSENT,0
41710,2490,1434,ATTENDED,12
41711,402,1438,REGISTERED,0
41712,191,1667,ABSENT,0
41713,493,645,REGISTERED,0
41714,3781,1908,ATTENDED,10
41715,538,1407,ABSENT,0
41716,3047,2091,ATTENDED,9
41717,2035,2443,ATTENDED,8
41718,828,1839,ABSENT,0
41719,2574,963,ATTENDED,5
41720,684,1955,REGISTERED,0
41721,3071,2796,ABSENT,0
41722,17,2536,ATTENDED,8
41723,1075,1917,ABSENT,0
41724,1499,2413,ATTENDED,12
41725,1685,1717,ABSENT,0
41726,2249,2773,REGISTERED,0
41727,1579,548,REGISTERED,0
41728,503,828,REGISTERED,0
41729,1080,454,ATTENDED,1
41730,2906,738,ATTENDED,9
41731,303,1427,ABSENT,0
41732,3898,1366,ATTENDED,10
41733,399,2729,REGISTERED,0
41734,3847,1509,ATTENDED,10
41735,2348,881,ABSENT,0
41736,1582,1708,ATTENDED,3
41737,2221,2817,ATTENDED,7
41738,3057,168,ATTENDED,10
41739,931,2086,REGISTERED,0
41740,1415,2171,ABSENT,0
41741,3326,2397,REGISTERED,0
41742,3736,209,ABSENT,0
41743,83,2158,ABSENT,0
41744,1038,2269,ABSENT,0
41745,863,1067,REGISTERED,0
41746,1914,66,REGISTERED,0
41747,3931,518,REGISTERED,0
41748,1738,326,ABSENT,0
41749,3235,309,ATTENDED,12
41750,708,1227,ABSENT,0
41751,1466,925,ATTENDED,12
41752,716,484,ABSENT,0
41753,625,914,ABSENT,0
41754,3620,2763,ATTENDED,7
41755,1048,44,ATTENDED,3
41756,2356,206,ABSENT,0
41757,3019,147,ATTENDED,4
41758,3161,1449,ABSENT,0
41759,1169,1329,REGISTERED,0
41760,311,2685,REGISTERED,0
41761,2642,1450,ATTENDED,10
41762,2198,192,REGISTERED,0
41763,3173,902,REGISTERED,0
41764,2082,2358,ATTENDED,4
41765,2346,1992,ABSENT,0
41766,1296,211,ABSENT,0
41767,640,191,REGISTERED,0
41768,2670,311,REGISTERED,0
41769,2588,849,REGISTERED,0
41770,2187,2517,ATTENDED,3
41771,1927,2769,ABSENT,0
41772,360,82,REGISTERED,0
41773,1496,1287,ATTENDED,6
41774,520,436,ATTENDED,10
41775,1331,393,ABSENT,0
41776,940,2450,ATTENDED,2
41777,3875,2720,REGISTERED,0
41778,1806,823,ATTENDED,11
41779,3785,1554,ABSENT,0
41780,3949,329,ABSENT,0
41781,711,2573,ABSENT,0
41782,1021,2458,REGISTERED,0
41783,2427,1571,ATTENDED,3
41784,2779,2854,ABSENT,0
41785,2458,2724,ATTENDED,7
41786,3409,1648,ATTENDED,9
41787,2035,1461,ABSENT,0
41788,1925,1021,ABSENT,0
41789,1369,313,ATTENDED,8
41790,2816,2174,ABSENT,0
41791,751,808,REGISTERED,0
41792,2577,1264,ABSENT,0
41793,1186,32,ABSENT,0
41794,3156,1625,REGISTERED,0
41795,143,466,ATTENDED,8
41796,979,1511,ATTENDED,7
41797,3698,2498,REGISTERED,0
41798,1300,515,ATTENDED,6
41799,3060,408,ABSENT,0
41800,1634,1416,ABSENT,0
41801,3532,732,ABSENT,0
41802,2894,966,REGISTERED,0
41803,207,291,ATTENDED,11
41804,2974,417,ATTENDED,6
41805,20,851,REGISTERED,0
41806,1575,1353,REGISTERED,0
41807,1133,2474,REGISTERED,0
41808,2379,2287,ABSENT,0
41809,1104,419,ATTENDED,9
41810,2845,1189,ABSENT,0
41811,1937,221,REGISTERED,0
41812,2352,137,ATTENDED,3
41813,943,2959,REGISTERED,0
41814,2171,2434,ABSENT,0
41815,454,946,ABSENT,0
41816,1651,2826,ABSENT,0
41817,779,1180,ATTENDED,4
41818,1020,2367,REGISTERED,0
41819,2354,1786,ABSENT,0
41820,353,1272,ABSENT,0
41821,2639,2708,REGISTERED,0
41822,1150,1034,REGISTERED,0
41823,636,525,REGISTERED,0
41824,1552,210,REGISTERED,0
41825,852,1735,ATTENDED,11
41826,168,856,REGISTERED,0
41827,1459,2510,ABSENT,0
41828,3741,2410,ABSENT,0
41829,1405,2521,ATTENDED,7
41830,1221,1819,REGISTERED,0
41831,2723,1385,REGISTERED,0
41832,1649,2939,ATTENDED,1
41833,3878,1928,ABSENT,0
41834,714,1449,ABSENT,0
41835,1981,362,ABSENT,0
41836,854,2132,ABSENT,0
41837,3494,1994,ATTENDED,11
41838,1669,1030,ATTENDED,12
41839,3243,2103,ABSENT,0
41840,1987,1700,ABSENT,0
41841,485,948,ABSENT,0
41842,726,1553,ATTENDED,4
41843,3385,2916,ABSENT,0
41844,2347,2623,REGISTERED,0
41845,1703,1580,REGISTERED,0
41846,2335,2878,ATTENDED,9
41847,1633,2608,ABSENT,0
41848,3861,1705,REGISTERED,0
41849,2676,2641,ATTENDED,11
41850,3120,761,ATTENDED,9
41851,1946,1661,ATTENDED,4
41852,3002,1073,ABSENT,0
41853,1626,2954,REGISTERED,0
41854,2515,1375,REGISTERED,0
41855,53,1825,REGISTERED,0
41856,380,1200,ATTENDED,3
41857,74,1368,ATTENDED,11
41858,2398,1603,ATTENDED,9
41859,843,1221,REGISTERED,0
41860,1083,1683,ABSENT,0
41861,2438,311,ATTENDED,9
41862,1266,1820,REGISTERED,0
41863,264,459,ABSENT,0
41864,2172,23,ABSENT,0
41865,3888,1043,ABSENT,0
41866,479,1612,REGISTERED,0
41867,1421,796,REGISTERED,0
41868,1182,1441,ATTENDED,5
41869,146,1452,REGISTERED,0
41870,3930,174,ABSENT,0
41871,3555,2244,ATTENDED,10
41872,3153,2610,REGISTERED,0
41873,2093,1944,ATTENDED,11
41874,3878,1683,ABSENT,0
41875,1485,1484,ATTENDED,6
41876,3679,45,ABSENT,0
41877,1979,2368,ABSENT,0
41878,1754,884,ATTENDED,5
41879,2041,1416,REGISTERED,0
41880,818,2477,ATTENDED,9
41881,2228,1718,ATTENDED,1
41882,2333,425,ABSENT,0
41883,3020,610,ABSENT,0
41884,1135,116,ABSENT,0
41885,3917,2006,ATTENDED,12
41886,2857,1103,ATTENDED,6
41887,3949,2778,REGISTERED,0
41888,1220,1150,ATTENDED,2
41889,3588,1687,REGISTERED,0
41890,205,1445,ATTENDED,11
41891,2928,1791,ATTENDED,12
41892,1761,2789,REGISTERED,0
41893,299,835,ABSENT,0
41894,3637,1938,ABSENT,0
41895,1538,739,REGISTERED,0
41896,3734,968,ATTENDED,3
41897,522,2736,ABSENT,0
41898,2987,2102,REGISTERED,0
41899,782,2372,REGISTERED,0
41900,1480,145,REGISTERED,0
41901,2075,1830,REGISTERED,0
41902,449,905,REGISTERED,0
41903,1761,85,ABSENT,0
41904,1706,783,ABSENT,0
41905,1949,2910,ABSENT,0
41906,1782,1542,ABSENT,0
41907,1925,154,ATTENDED,2
41908,3582,55,REGISTERED,0
41909,2418,141,ATTENDED,9
41910,1941,2195,ATTENDED,8
41911,3602,2771,ATTENDED,1
41912,1384,425,ATTENDED,10
41913,3866,192,ABSENT,0
41914,242,2471,REGISTERED,0
41915,2774,1569,REGISTERED,0
41916,3466,2439,ATTENDED,6
41917,540,38,ABSENT,0
41918,145,1336,REGISTERED,0
41919,3631,1523,ATTENDED,2
41920,3904,2993,ABSENT,0
41921,762,1102,REGISTERED,0
41922,2124,310,REGISTERED,0
41923,3754,863,ABSENT,0
41924,1525,462,REGISTERED,0
41925,146,1498,REGISTERED,0
41926,859,2298,ATTENDED,2
41927,895,1389,ABSENT,0
41928,3187,1851,REGISTERED,0
41929,3552,131,REGISTERED,0
41930,36,2148,ATTENDED,11
41931,2889,2686,ATTENDED,4
41932,2982,2033,ATTENDED,9
41933,2943,2096,REGISTERED,0
41934,3334,2481,ATTENDED,11
41935,702,2493,REGISTERED,0
41936,510,2956,REGISTERED,0
41937,699,858,ABSENT,0
41938,2343,2365,REGISTERED,0
41939,1841,1577,ATTENDED,6
41940,3814,2342,REGISTERED,0
41941,1476,1118,ATTENDED,4
41942,2772,208,ABSENT,0
41943,233,425,REGISTERED,0
41944,1566,1876,ABSENT,0
41945,1956,433,REGISTERED,0
41946,3713,2687,REGISTERED,0
41947,1633,2181,ABSENT,0
41948,148,1164,REGISTERED,0
41949,1194,139,REGISTERED,0
41950,1635,747,REGISTERED,0
41951,3812,1794,REGISTERED,0
41952,1264,671,ATTENDED,11
41953,1614,84,ABSENT,0
41954,1333,2081,ATTENDED,2
41955,699,1315,REGISTERED,0
41956,2940,993,ATTENDED,1
41957,3787,916,REGISTERED,0
41958,950,1322,ABSENT,0
41959,3228,484,ATTENDED,12
41960,3060,1415,REGISTERED,0
41961,362,1321,ATTENDED,6
41962,3310,2515,REGISTERED,0
41963,1214,1809,REGISTERED,0
41964,2473,991,REGISTERED,0
41965,1425,842,ATTENDED,3
41966,68,897,ATTENDED,12
41967,1586,132,REGISTERED,0
41968,1514,1597,ATTENDED,2
41969,1041,258,ABSENT,0
41970,1406,2841,REGISTERED,0
41971,977,2767,ATTENDED,9
41972,2215,927,ATTENDED,1
41973,881,945,ATTENDED,3
41974,2176,1984,ABSENT,0
41975,2373,1442,REGISTERED,0
41976,391,470,ATTENDED,6
41977,222,2320,ATTENDED,6
41978,1797,1431,ATTENDED,10
41979,1143,2338,ABSENT,0
41980,3003,2314,ATTENDED,4
41981,2336,1933,ATTENDED,10
41982,541,90,ATTENDED,12
41983,3713,880,REGISTERED,0
41984,800,530,REGISTERED,0
41985,2085,40,ABSENT,0
41986,1348,2415,ABSENT,0
41987,1041,1472,ATTENDED,3
41988,765,2025,ATTENDED,6
41989,3834,509,ABSENT,0
41990,2125,2872,ABSENT,0
41991,3281,1515,ABSENT,0
41992,1887,562,ATTENDED,4
41993,2737,558,ABSENT,0
41994,797,716,ATTENDED,6
41995,1402,1655,ATTENDED,1
41996,2259,2783,ATTENDED,12
41997,1982,2536,ATTENDED,2
41998,2433,1212,ABSENT,0
41999,1769,2595,ABSENT,0
42000,1903,1139,REGISTERED,0
42001,3959,317,ATTENDED,9
42002,79,981,ATTENDED,1
42003,2034,990,ATTENDED,1
42004,3562,485,ATTENDED,4
42005,2257,684,REGISTERED,0
42006,1629,733,ABSENT,0
42007,722,2892,ATTENDED,7
42008,3386,638,REGISTERED,0
42009,1806,186,ATTENDED,2
42010,2969,1685,ATTENDED,9
42011,1794,2754,ABSENT,0
42012,409,1054,ATTENDED,5
42013,1812,2087,REGISTERED,0
42014,862,1345,REGISTERED,0
42015,704,2859,REGISTERED,0
42016,2789,2181,ATTENDED,5
42017,1128,1216,ATTENDED,10
42018,2385,1984,ABSENT,0
42019,2999,1859,REGISTERED,0
42020,3785,448,ATTENDED,7
42021,892,2775,ABSENT,0
42022,3814,1641,REGISTERED,0
42023,617,2324,ABSENT,0
42024,2351,2607,ABSENT,0
42025,3653,1803,ATTENDED,9
42026,3401,1459,REGISTERED,0
42027,2411,2320,ABSENT,0
42028,1992,1089,ATTENDED,6
42029,1942,2841,REGISTERED,0
42030,1897,2481,ABSENT,0
42031,3732,1220,ABSENT,0
42032,2484,205,ABSENT,0
42033,2640,2078,ATTENDED,4
42034,1454,1572,ABSENT,0
42035,1932,2655,REGISTERED,0
42036,2135,1321,ABSENT,0
42037,266,1009,REGISTERED,0
42038,1858,384,REGISTERED,0
42039,2704,777,ATTENDED,9
42040,3861,1683,REGISTERED,0
42041,1458,1258,ATTENDED,5
42042,3485,1538,REGISTERED,0
42043,3180,941,ATTENDED,4
42044,3556,1354,ABSENT,0
42045,263,2577,REGISTERED,0
42046,208,1418,REGISTERED,0
42047,3296,2589,REGISTERED,0
42048,239,505,ABSENT,0
42049,1510,2715,REGISTERED,0
42050,2869,844,REGISTERED,0
42051,843,2636,REGISTERED,0
42052,3741,1583,ATTENDED,10
42053,2586,403,REGISTERED,0
42054,1000,2781,ATTENDED,2
42055,2793,318,ABSENT,0
42056,900,2453,REGISTERED,0
42057,2336,1889,REGISTERED,0
42058,732,526,ATTENDED,7
42059,1886,1686,REGISTERED,0
42060,3307,2201,ATTENDED,4
42061,611,1243,ATTENDED,11
42062,3303,1908,ABSENT,0
42063,1352,2274,ABSENT,0
42064,984,2259,REGISTERED,0
42065,2866,2238,ATTENDED,3
42066,3115,2145,ATTENDED,8
42067,1516,362,ATTENDED,11
42068,1336,1560,REGISTERED,0
42069,384,2058,REGISTERED,0
42070,2151,1725,ATTENDED,5
42071,1312,2669,ABSENT,0
42072,2651,598,REGISTERED,0
42073,1958,1979,ATTENDED,2
42074,3345,962,ATTENDED,5
42075,1934,510,REGISTERED,0
42076,3512,1159,ATTENDED,4
42077,448,627,ATTENDED,10
42078,1138,1808,ATTENDED,2
42079,1378,2007,REGISTERED,0
42080,630,1473,ATTENDED,4
42081,2062,2129,REGISTERED,0
42082,98,627,REGISTERED,0
42083,91,1158,ATTENDED,9
42084,1342,1345,ATTENDED,7
42085,2593,725,REGISTERED,0
42086,2528,1997,REGISTERED,0
42087,1863,585,ATTENDED,10
42088,2824,729,ABSENT,0
42089,1096,2323,ATTENDED,2
42090,623,987,ABSENT,0
42091,836,1787,ABSENT,0
42092,385,2165,REGISTERED,0
42093,1367,1499,ATTENDED,10
42094,3371,238,ABSENT,0
42095,1458,2615,ATTENDED,1
42096,2387,2902,REGISTERED,0
42097,2958,2021,REGISTERED,0
42098,1224,78,ABSENT,0
42099,3822,1426,ATTENDED,10
42100,3686,361,ABSENT,0
42101,2344,1850,ATTENDED,10
42102,206,1312,REGISTERED,0
42103,316,2938,REGISTERED,0
42104,2434,1931,ATTENDED,3
42105,915,2274,ATTENDED,10
42106,3422,2488,ATTENDED,1
42107,320,1197,REGISTERED,0
42108,2519,1024,REGISTERED,0
42109,2411,2038,ABSENT,0
42110,2400,351,ABSENT,0
42111,2481,1590,ATTENDED,7
42112,1578,1093,REGISTERED,0
42113,3500,2777,ABSENT,0
42114,1972,1699,REGISTERED,0
42115,3029,725,ATTENDED,2
42116,1694,2403,ABSENT,0
42117,2868,381,ABSENT,0
42118,1938,1883,REGISTERED,0
42119,2986,2650,ABSENT,0
42120,3492,2767,ATTENDED,10
42121,1301,1443,ABSENT,0
42122,2983,2110,ABSENT,0
42123,697,1163,ATTENDED,11
42124,398,1411,REGISTERED,0
42125,2249,54,REGISTERED,0
42126,2054,2199,ATTENDED,1
42127,2491,544,ABSENT,0
42128,980,2416,ABSENT,0
42129,1898,1850,ATTENDED,9
42130,2150,384,ABSENT,0
42131,3306,2919,ABSENT,0
42132,623,1790,ATTENDED,1
42133,925,1283,REGISTERED,0
42134,3508,1697,ABSENT,0
42135,245,2466,REGISTERED,0
42136,3736,1528,REGISTERED,0
42137,3807,1278,REGISTERED,0
42138,421,474,REGISTERED,0
42139,1519,2059,ATTENDED,12
42140,3043,88,REGISTERED,0
42141,523,1078,ATTENDED,7
42142,1836,2571,REGISTERED,0
42143,1387,311,ABSENT,0
42144,2516,2443,ATTENDED,8
42145,2801,2052,REGISTERED,0
42146,3725,1023,REGISTERED,0
42147,3150,2103,ABSENT,0
42148,3626,836,REGISTERED,0
42149,3466,800,REGISTERED,0
42150,973,136,ABSENT,0
42151,2547,2201,ABSENT,0
42152,3002,2150,ATTENDED,10
42153,3647,797,ABSENT,0
42154,1914,386,ATTENDED,2
42155,1443,2487,ABSENT,0
42156,3205,2153,REGISTERED,0
42157,2346,2769,ATTENDED,11
42158,869,2712,REGISTERED,0
42159,1816,1933,ATTENDED,10
42160,1171,1711,REGISTERED,0
42161,1696,1627,ABSENT,0
42162,3864,902,ABSENT,0
42163,1007,2213,ABSENT,0
42164,279,594,REGISTERED,0
42165,2590,879,ATTENDED,12
42166,1015,390,REGISTERED,0
42167,3457,2229,ATTENDED,12
42168,2027,1531,ABSENT,0
42169,3605,2613,REGISTERED,0
42170,1135,2602,ATTENDED,2
42171,2488,2922,ATTENDED,3
42172,870,2048,REGISTERED,0
42173,2767,2059,ABSENT,0
42174,2967,1582,ATTENDED,8
42175,2018,2028,ABSENT,0
42176,725,2741,REGISTERED,0
42177,67,2874,REGISTERED,0
42178,3070,939,REGISTERED,0
42179,1669,1665,ABSENT,0
42180,1703,2813,ATTENDED,11
42181,3573,141,ATTENDED,12
42182,156,504,REGISTERED,0
42183,446,1651,REGISTERED,0
42184,3337,1534,ABSENT,0
42185,3003,2372,ATTENDED,9
42186,2492,396,ATTENDED,7
42187,288,1180,ABSENT,0
42188,3408,2622,ABSENT,0
42189,895,1547,ABSENT,0
42190,1013,1339,ATTENDED,11
42191,489,2547,ABSENT,0
42192,1065,2020,REGISTERED,0
42193,3871,843,ABSENT,0
42194,456,1975,ABSENT,0
42195,2510,101,REGISTERED,0
42196,200,2314,ABSENT,0
42197,2118,2061,ATTENDED,9
42198,3219,2044,ABSENT,0
42199,1913,2121,ATTENDED,5
42200,32,2035,ABSENT,0
42201,1662,2141,ABSENT,0
42202,505,1115,REGISTERED,0
42203,2239,313,ABSENT,0
42204,3505,1715,ATTENDED,5
42205,3175,2865,ABSENT,0
42206,1831,124,ATTENDED,10
42207,488,1046,REGISTERED,0
42208,3673,2678,ATTENDED,4
42209,3535,629,ATTENDED,6
42210,954,116,ABSENT,0
42211,63,2329,REGISTERED,0
42212,2303,370,ABSENT,0
42213,2647,2032,ABSENT,0
42214,2176,1739,ABSENT,0
42215,1436,1028,ATTENDED,7
42216,3221,1929,REGISTERED,0
42217,3826,2133,ATTENDED,5
42218,193,1990,ABSENT,0
42219,3578,365,ATTENDED,12
42220,3234,1622,ATTENDED,6
42221,3736,2376,ATTENDED,4
42222,3918,1097,REGISTERED,0
42223,2466,2224,ABSENT,0
42224,1696,492,ABSENT,0
42225,3022,1828,ATTENDED,12
42226,2930,164,ABSENT,0
42227,22,2035,ATTENDED,4
42228,497,1980,REGISTERED,0
42229,3614,2986,ABSENT,0
42230,815,876,ABSENT,0
42231,623,2989,ABSENT,0
42232,650,2864,REGISTERED,0
42233,2036,2466,REGISTERED,0
42234,1495,2792,ATTENDED,4
42235,571,2855,ATTENDED,7
42236,627,682,REGISTERED,0
42237,542,2868,REGISTERED,0
42238,409,934,ATTENDED,9
42239,2892,721,ABSENT,0
42240,2000,2880,ABSENT,0
42241,2411,1251,REGISTERED,0
42242,3844,1892,ABSENT,0
42243,1751,2063,ATTENDED,2
42244,1378,2703,ABSENT,0
42245,2440,184,ATTENDED,2
42246,2564,832,ATTENDED,2
42247,2943,2635,ATTENDED,11
42248,1005,518,REGISTERED,0
42249,1104,2935,REGISTERED,0
42250,1031,2648,REGISTERED,0
42251,3602,229,ABSENT,0
42252,2185,1753,REGISTERED,0
42253,340,2215,ATTENDED,11
42254,1979,514,ATTENDED,7
42255,3461,867,REGISTERED,0
42256,1613,2339,ABSENT,0
42257,3539,1468,REGISTERED,0
42258,2815,1541,ATTENDED,3
42259,2170,2246,REGISTERED,0
42260,3762,1419,REGISTERED,0
42261,709,2900,REGISTERED,0
42262,1899,1829,ATTENDED,12
42263,2767,2637,ATTENDED,6
42264,708,1962,ATTENDED,1
42265,10,1981,REGISTERED,0
42266,3043,307,ABSENT,0
42267,1930,416,ABSENT,0
42268,1241,896,ATTENDED,9
42269,1351,915,ATTENDED,9
42270,3128,480,REGISTERED,0
42271,781,167,ABSENT,0
42272,1735,2893,REGISTERED,0
42273,606,2723,ATTENDED,9
42274,2171,2853,ATTENDED,7
42275,2986,2564,ABSENT,0
42276,2961,1801,ABSENT,0
42277,682,464,REGISTERED,0
42278,2474,771,ABSENT,0
42279,997,689,ABSENT,0
42280,63,2618,REGISTERED,0
42281,1097,2987,ATTENDED,11
42282,2888,2664,ABSENT,0
42283,779,361,ABSENT,0
42284,1680,24,ATTENDED,3
42285,38,1678,ATTENDED,4
42286,156,1604,ATTENDED,1
42287,3313,1767,ABSENT,0
42288,3321,1907,REGISTERED,0
42289,1082,2516,REGISTERED,0
42290,1203,494,REGISTERED,0
42291,3540,414,REGISTERED,0
42292,2851,1043,REGISTERED,0
42293,2254,601,ABSENT,0
42294,3592,1549,ATTENDED,1
42295,2523,772,REGISTERED,0
42296,5,625,ABSENT,0
42297,3681,2245,ATTENDED,7
42298,445,1573,ABSENT,0
42299,854,1086,REGISTERED,0
42300,3716,523,ABSENT,0
42301,3504,1036,ABSENT,0
42302,381,350,ABSENT,0
42303,430,2582,ATTENDED,1
42304,3064,851,ABSENT,0
42305,57,2114,ATTENDED,3
42306,916,1270,ATTENDED,4
42307,942,1811,REGISTERED,0
42308,975,168,REGISTERED,0
42309,1468,2290,ABSENT,0
42310,595,2310,ABSENT,0
42311,1760,1058,REGISTERED,0
42312,2084,1233,ABSENT,0
42313,3854,2553,REGISTERED,0
42314,3885,494,ABSENT,0
42315,2593,224,ATTENDED,8
42316,556,1362,ABSENT,0
42317,1727,172,ATTENDED,8
42318,530,1654,ABSENT,0
42319,711,309,REGISTERED,0
42320,1452,253,ATTENDED,9
42321,1496,202,ABSENT,0
42322,1918,428,REGISTERED,0
42323,1396,2187,ATTENDED,6
42324,1105,253,ATTENDED,2
42325,2807,2545,ATTENDED,4
42326,675,498,ABSENT,0
42327,2523,2067,REGISTERED,0
42328,288,1760,REGISTERED,0
42329,961,1938,ABSENT,0
42330,2472,13,ATTENDED,7
42331,2441,347,ATTENDED,12
42332,2461,2084,ATTENDED,7
42333,3797,2192,ABSENT,0
42334,2158,2701,ABSENT,0
42335,589,1138,ATTENDED,12
42336,890,2955,ABSENT,0
42337,2785,1879,REGISTERED,0
42338,2883,180,ATTENDED,10
42339,275,2605,REGISTERED,0
42340,2829,2364,ATTENDED,1
42341,783,683,ABSENT,0
42342,2503,2094,ABSENT,0
42343,2105,1784,REGISTERED,0
42344,3549,1404,ABSENT,0
42345,3049,1534,REGISTERED,0
42346,2151,1252,ABSENT,0
42347,2309,1826,ATTENDED,3
42348,948,2143,REGISTERED,0
42349,2015,60,ABSENT,0
42350,309,2138,ABSENT,0
42351,3116,474,ATTENDED,11
42352,3070,1832,ABSENT,0
42353,4000,1400,ATTENDED,11
42354,1258,2591,REGISTERED,0
42355,638,889,REGISTERED,0
42356,2582,840,ATTENDED,6
42357,3440,2878,ABSENT,0
42358,85,1634,ABSENT,0
42359,2267,2621,ATTENDED,5
42360,1397,656,REGISTERED,0
42361,3130,795,ABSENT,0
42362,2682,893,ABSENT,0
42363,2270,1675,ABSENT,0
42364,915,85,ABSENT,0
42365,2059,2467,REGISTERED,0
42366,2704,390,ATTENDED,10
42367,894,492,REGISTERED,0
42368,2831,2257,ATTENDED,8
42369,1430,2058,REGISTERED,0
42370,2173,93,REGISTERED,0
42371,2939,2784,ATTENDED,8
42372,542,1647,REGISTERED,0
42373,2110,2639,REGISTERED,0
42374,410,2638,REGISTERED,0
42375,2377,330,ABSENT,0
42376,3327,1608,ABSENT,0
42377,744,1512,ATTENDED,2
42378,2355,869,ABSENT,0
42379,16,378,ATTENDED,11
42380,3866,1457,REGISTERED,0
42381,2975,2640,ATTENDED,10
42382,785,2458,REGISTERED,0
42383,1678,390,ABSENT,0
42384,2038,2567,REGISTERED,0
42385,2556,2352,REGISTERED,0
42386,3833,548,ATTENDED,9
42387,1809,1537,ATTENDED,10
42388,8,292,ABSENT,0
42389,2692,2759,REGISTERED,0
42390,573,1094,ABSENT,0
42391,1562,1562,REGISTERED,0
42392,3869,288,REGISTERED,0
42393,1475,909,ATTENDED,5
42394,2171,2372,ABSENT,0
42395,251,555,ATTENDED,3
42396,2425,1903,ABSENT,0
42397,3456,878,REGISTERED,0
42398,2148,2293,REGISTERED,0
42399,468,2930,REGISTERED,0
42400,378,1079,REGISTERED,0
42401,96,924,REGISTERED,0
42402,1993,360,ATTENDED,6
42403,2692,2257,ATTENDED,2
42404,1691,1539,REGISTERED,0
42405,1494,1188,ABSENT,0
42406,1418,123,ABSENT,0
42407,3776,2187,REGISTERED,0
42408,2193,1611,ABSENT,0
42409,3597,2561,REGISTERED,0
42410,566,730,REGISTERED,0
42411,698,619,REGISTERED,0
42412,3321,1217,REGISTERED,0
42413,1124,2683,ABSENT,0
42414,3667,2568,REGISTERED,0
42415,3214,2415,REGISTERED,0
42416,1332,378,ABSENT,0
42417,3485,645,REGISTERED,0
42418,1027,632,ABSENT,0
42419,481,607,ATTENDED,6
42420,830,155,ATTENDED,12
42421,2392,1050,REGISTERED,0
42422,2911,1360,REGISTERED,0
42423,429,2815,ATTENDED,11
42424,3115,975,ATTENDED,1
42425,3065,547,REGISTERED,0
42426,2217,705,REGISTERED,0
42427,3273,1993,ABSENT,0
42428,3235,2988,ABSENT,0
42429,209,1725,ATTENDED,3
42430,2832,161,ABSENT,0
42431,53,1555,ATTENDED,12
42432,1208,1022,REGISTERED,0
42433,2569,917,ATTENDED,5
42434,1385,324,ATTENDED,1
42435,3406,681,ABSENT,0
42436,1592,2478,ABSENT,0
42437,1970,2068,ABSENT,0
42438,129,762,ATTENDED,11
42439,3799,1626,ATTENDED,8
42440,747,2040,ABSENT,0
42441,1615,2062,ATTENDED,3
42442,1980,2072,ABSENT,0
42443,854,981,REGISTERED,0
42444,3413,726,ABSENT,0
42445,1829,2663,ATTENDED,7
42446,291,2471,ATTENDED,11
42447,1267,367,REGISTERED,0
42448,2236,2537,ATTENDED,12
42449,3150,1776,REGISTERED,0
42450,3266,1881,REGISTERED,0
42451,3621,2380,ATTENDED,11
42452,2546,940,ABSENT,0
42453,2669,1413,REGISTERED,0
42454,2927,2543,ATTENDED,5
42455,2749,1702,REGISTERED,0
42456,402,112,ABSENT,0
42457,2049,832,ABSENT,0
42458,1312,2702,ATTENDED,6
42459,2277,818,REGISTERED,0
42460,2031,1099,ATTENDED,11
42461,1469,560,REGISTERED,0
42462,2403,432,ABSENT,0
42463,3813,597,ABSENT,0
42464,2824,1220,REGISTERED,0
42465,1373,147,ATTENDED,9
42466,2176,2257,REGISTERED,0
42467,1224,842,ATTENDED,2
42468,2686,90,ATTENDED,12
42469,1599,1312,ABSENT,0
42470,919,1680,ABSENT,0
42471,2114,2131,ABSENT,0
42472,2888,714,ATTENDED,7
42473,2874,1041,REGISTERED,0
42474,2438,2987,REGISTERED,0
42475,2131,2979,ABSENT,0
42476,3092,2492,ATTENDED,11
42477,3982,920,REGISTERED,0
42478,151,2363,ATTENDED,1
42479,762,1324,ATTENDED,1
42480,335,1954,ABSENT,0
42481,3200,853,ATTENDED,11
42482,3128,1817,REGISTERED,0
42483,3503,1844,ATTENDED,3
42484,1257,394,REGISTERED,0
42485,1353,333,REGISTERED,0
42486,3225,2959,ATTENDED,12
42487,1842,2666,REGISTERED,0
42488,3428,2122,ABSENT,0
42489,3389,591,ATTENDED,7
42490,2484,2166,ATTENDED,8
42491,3582,554,REGISTERED,0
42492,2505,1880,ATTENDED,2
42493,4,758,ATTENDED,5
42494,285,438,ATTENDED,12
42495,643,1928,ABSENT,0
42496,2924,1576,ABSENT,0
42497,1432,2749,ATTENDED,9
42498,1102,1765,ABSENT,0
42499,1152,1976,ABSENT,0
42500,2731,1102,REGISTERED,0
42501,1582,2110,ATTENDED,9
42502,2471,1177,REGISTERED,0
42503,868,859,ATTENDED,5
42504,1804,2745,REGISTERED,0
42505,1782,2506,ATTENDED,4
42506,1871,472,ATTENDED,12
42507,1416,2347,ABSENT,0
42508,332,2571,ATTENDED,12
42509,3728,1685,ATTENDED,9
42510,2329,2581,ATTENDED,9
42511,914,1523,REGISTERED,0
42512,938,2854,ATTENDED,11
42513,1484,213,REGISTERED,0
42514,319,2613,REGISTERED,0
42515,1855,1589,REGISTERED,0
42516,451,2749,REGISTERED,0
42517,1926,2633,REGISTERED,0
42518,92,2735,ATTENDED,7
42519,3193,1277,ATTENDED,8
42520,2178,1717,ABSENT,0
