donation_id,donor_id,project_id,donation_date,amount,payment_method,status,donation_comment
4240,686,205,2020-02-28 11:44:37,1009003,CASH,RECEIVED,Quarterly donation
4241,555,141,2022-04-01 14:32:35,1178825,BANK_TRANSFER,REFUNDED,Happy to support
4242,82,213,2024-03-14 12:58:27,517294,BANK_TRANSFER,RECEIVED,Corporate social responsibility
4243,485,88,2023-04-24 06:40:57,2752009,BANK_TRANSFER,PENDING,Matching donation program
4244,865,150,2022-06-01 16:04:31,2243846,CASH,REFUNDED,Corporate social responsibility
4245,786,265,2020-07-12 13:21:46,2521024,BANK_TRANSFER,PENDING,For clean water initiative
4246,474,59,2021-11-16 21:41:22,1507147,CARD,RECEIVED,Environmental conservation
4247,216,12,2022-09-04 04:49:44,1283341,CARD,RECEIVED,Annual contribution
4248,860,112,2023-11-26 13:05:13,2075435,CASH,RECEIVED,For healthcare services
4249,330,58,2022-02-17 04:37:09,1795464,CARD,REFUNDED,Supporting community development
4250,1106,112,2024-04-03 03:05:59,2485618,CASH,RECEIVED,Happy to support
4251,578,77,2023-03-13 10:19:57,1316803,CASH,REFUNDED,Happy to support
4252,463,139,2022-09-13 15:37:38,676213,CARD,RECEIVED,Honored to contribute
4253,154,247,2020-04-09 14:50:38,779971,CARD,RECEIVED,Honored to contribute
4254,694,30,2021-08-06 13:14:53,2669844,BANK_TRANSFER,RECEIVED,For healthcare services
4255,75,97,2021-07-07 22:29:49,507998,CARD,REFUNDED,Honored to contribute
4256,240,122,2022-04-02 04:52:59,1639083,BANK_TRANSFER,RECEIVED,Environmental conservation
4257,954,90,2024-10-12 04:06:48,365031,CASH,REFUNDED,Annual contribution
4258,165,269,2021-12-14 13:59:53,452641,BANK_TRANSFER,RECEIVED,For healthcare services
4259,709,203,2024-07-23 05:15:59,108698,CASH,PENDING,Supporting community development
4260,394,31,2022-12-24 14:08:02,1355323,CASH,REFUNDED,Regular monthly donation
4261,753,27,2023-11-10 14:06:29,1335572,CARD,RECEIVED,Annual contribution
4262,883,134,2024-04-22 17:22:03,2612215,BANK_TRANSFER,REFUNDED,In support of your excellent work
4263,1060,16,2022-02-10 13:26:09,1775616,CARD,RECEIVED,For healthcare services
4264,823,263,2022-10-07 18:05:54,751964,CASH,RECEIVED,Honored to contribute
4265,416,297,2024-03-20 23:16:30,2465083,CARD,RECEIVED,Matching donation program
4266,217,47,2022-11-16 16:32:05,1662649,CARD,REFUNDED,Supporting community development
4267,910,291,2024-01-02 04:06:47,2614113,CASH,PENDING,In support of your excellent work
4268,306,68,2021-06-05 06:01:42,1595434,BANK_TRANSFER,RECEIVED,For clean water initiative
4269,185,72,2020-08-22 08:08:09,2333834,CASH,REFUNDED,For healthcare services
4270,472,119,2024-05-24 10:18:40,693563,CASH,RECEIVED,Supporting community development
4271,628,55,2023-12-03 20:43:06,2793588,CASH,PENDING,Honored to contribute
4272,24,115,2020-02-27 23:35:15,1100182,CASH,RECEIVED,In honor of International Day
4273,1145,49,2022-01-06 14:04:45,1162848,CARD,PENDING,For clean water initiative
4274,137,10,2020-05-16 11:34:28,1944769,CARD,PENDING,Keep up the great work!
4275,497,160,2021-02-22 22:03:54,1940041,CARD,PENDING,Honored to contribute
4276,84,3,2024-10-20 04:52:34,436156,CASH,PENDING,Supporting women's empowerment
4277,250,131,2024-06-09 04:23:04,2384953,CASH,PENDING,Tax-deductible contribution
4278,4,133,2024-10-05 05:25:37,345303,CARD,RECEIVED,Supporting women's empowerment
4279,316,250,2021-05-18 15:21:58,587419,BANK_TRANSFER,REFUNDED,Supporting women's empowerment
4280,1068,3,2022-11-11 03:08:11,2489204,BANK_TRANSFER,RECEIVED,Corporate social responsibility
4281,308,103,2024-07-22 13:33:40,2140090,CARD,PENDING,Tax-deductible contribution
4282,1175,67,2024-06-25 15:03:41,673649,BANK_TRANSFER,PENDING,Corporate social responsibility
4283,234,73,2020-08-26 00:48:20,2817054,CARD,PENDING,Keep up the great work!
4284,670,118,2021-06-11 01:21:19,2584222,BANK_TRANSFER,RECEIVED,Supporting women's empowerment
4285,641,31,2023-02-26 03:27:56,427731,CARD,PENDING,Environmental conservation
4286,971,153,2023-03-27 19:15:25,1857852,CASH,PENDING,Supporting women's empowerment
4287,210,215,2021-11-04 02:32:38,513232,BANK_TRANSFER,REFUNDED,Happy to support
4288,491,195,2024-01-09 20:55:22,2053942,CARD,PENDING,Environmental conservation
4289,830,24,2024-12-03 21:25:18,559028,CARD,REFUNDED,For clean water initiative
4290,836,260,2024-05-10 11:13:19,1362550,CASH,PENDING,Happy to support
4291,1193,134,2020-01-22 16:55:11,2168329,CARD,PENDING,Youth programs support
4292,1089,235,2021-07-13 19:32:24,835540,CASH,REFUNDED,Annual contribution
4293,183,293,2020-10-25 20:01:58,1734564,BANK_TRANSFER,PENDING,Keep up the great work!
4294,215,98,2020-07-19 00:51:00,2306492,CARD,PENDING,Keep up the great work!
4295,570,59,2023-01-02 23:19:09,1604462,BANK_TRANSFER,RECEIVED,Happy to support
4296,678,150,2021-06-16 08:35:57,251762,CASH,REFUNDED,Corporate social responsibility
4297,493,150,2020-03-03 09:56:48,2564118,CASH,RECEIVED,For the children's program
4298,554,108,2021-01-26 06:28:45,1000095,CARD,RECEIVED,Supporting community development
4299,280,227,2024-04-15 21:38:34,1758324,CARD,PENDING,Regular monthly donation
4300,301,3,2021-03-23 11:48:00,2137434,CARD,REFUNDED,Keep up the great work!
4301,492,175,2021-09-24 15:09:04,805343,CASH,RECEIVED,For healthcare services
4302,468,139,2024-12-08 03:13:50,499198,CARD,REFUNDED,Corporate social responsibility
4303,577,124,2022-04-13 18:16:30,845017,BANK_TRANSFER,REFUNDED,Corporate social responsibility
4304,33,34,2022-06-27 17:59:40,482239,CARD,PENDING,Quarterly donation
4305,724,167,2020-11-26 06:05:12,1901327,CASH,REFUNDED,For emergency relief
4306,930,249,2022-01-25 11:06:22,2737224,CASH,REFUNDED,Supporting women's empowerment
4307,792,125,2021-04-17 21:46:32,14471,BANK_TRANSFER,PENDING,For healthcare services
4308,758,166,2021-01-17 12:42:56,1919683,CARD,PENDING,Environmental conservation
4309,474,207,2021-01-14 13:12:16,1619406,CASH,REFUNDED,For clean water initiative
4310,717,62,2021-12-05 17:17:16,2802811,CARD,RECEIVED,For healthcare services
4311,865,298,2021-10-28 07:07:43,209737,BANK_TRANSFER,RECEIVED,Supporting community development
4312,163,247,2024-09-24 16:58:01,307145,CASH,RECEIVED,In memory of a loved one
4313,975,119,2022-08-18 03:08:14,424138,BANK_TRANSFER,PENDING,For healthcare services
4314,453,105,2021-07-04 03:10:13,2305540,BANK_TRANSFER,PENDING,For the children's program
4315,1136,78,2021-10-20 10:54:43,2087981,BANK_TRANSFER,PENDING,For healthcare services
4316,379,46,2023-11-10 15:08:51,726561,CASH,PENDING,For healthcare services
4317,655,257,2020-09-07 13:36:56,2444745,CASH,RECEIVED,In honor of International Day
4318,1126,235,2022-11-19 04:32:04,456621,CARD,RECEIVED,In support of your excellent work
4319,803,229,2024-11-12 21:39:22,2313275,BANK_TRANSFER,REFUNDED,Annual contribution
4320,387,123,2024-05-07 23:34:56,1116965,BANK_TRANSFER,RECEIVED,Happy to support
4321,572,101,2021-02-20 09:42:58,1505794,CARD,RECEIVED,Keep up the great work!
4322,619,132,2022-05-19 20:29:04,2343657,CASH,REFUNDED,Supporting women's empowerment
4323,1167,111,2023-10-11 03:27:30,571295,BANK_TRANSFER,PENDING,In support of your excellent work
4324,323,71,2023-06-24 00:26:49,217822,CARD,REFUNDED,Tax-deductible contribution
4325,263,192,2022-06-20 11:24:59,948714,BANK_TRANSFER,PENDING,Corporate social responsibility
4326,467,264,2023-11-14 00:04:05,922823,CARD,PENDING,Happy to support
4327,687,246,2022-04-14 14:24:01,1307148,CARD,REFUNDED,Honored to contribute
4328,942,8,2020-03-16 18:45:39,1270200,CARD,RECEIVED,For healthcare services
4329,139,153,2022-04-06 00:33:30,665399,CARD,REFUNDED,Happy to support
4330,914,61,2022-03-08 04:27:07,2876017,CASH,REFUNDED,For the children's program
4331,1062,257,2023-03-11 04:50:35,2576820,BANK_TRANSFER,PENDING,For the children's program
4332,351,32,2022-05-06 16:04:38,421587,BANK_TRANSFER,PENDING,For the children's program
4333,28,287,2022-01-23 16:29:52,1005124,CARD,REFUNDED,For emergency relief
4334,673,147,2022-03-23 20:18:05,418417,CASH,PENDING,Tax-deductible contribution
4335,790,88,2021-08-13 14:05:25,1530580,CASH,PENDING,Honored to contribute
4336,919,107,2020-10-04 18:54:08,965592,CASH,RECEIVED,For clean water initiative
4337,113,122,2022-11-25 11:18:38,29842,CASH,RECEIVED,In honor of International Day
4338,714,206,2023-05-19 13:52:25,1834179,CASH,RECEIVED,Keep up the great work!
4339,155,235,2020-04-13 20:24:20,2690490,CARD,PENDING,Supporting community development
4340,642,8,2024-11-27 13:00:55,1696833,CARD,REFUNDED,In honor of International Day
4341,378,205,2023-01-26 18:06:02,436827,CASH,PENDING,Honored to contribute
4342,552,214,2020-03-05 13:34:18,1641488,BANK_TRANSFER,REFUNDED,Quarterly donation
4343,916,143,2021-08-05 10:30:58,2355255,BANK_TRANSFER,REFUNDED,Environmental conservation
4344,57,271,2024-01-12 05:17:34,2768859,CASH,REFUNDED,Quarterly donation
4345,743,14,2023-12-23 01:49:35,655737,CASH,REFUNDED,Happy to support
4346,173,107,2020-06-14 00:54:53,175491,BANK_TRANSFER,PENDING,Annual contribution
4347,990,25,2024-04-07 21:49:34,2266577,BANK_TRANSFER,REFUNDED,Quarterly donation
4348,960,78,2021-05-02 13:57:15,946994,CASH,PENDING,Regular monthly donation
4349,770,300,2022-12-07 02:46:56,2747167,CASH,PENDING,For healthcare services
4350,80,225,2020-03-12 20:46:11,2928914,CARD,PENDING,For emergency relief
4351,542,74,2024-11-19 20:20:08,2827329,CASH,REFUNDED,In memory of a loved one
4352,721,264,2021-02-13 16:01:11,1934652,CASH,PENDING,For healthcare services
4353,1095,180,2021-02-08 12:35:24,2624616,CASH,PENDING,Regular monthly donation
4354,590,217,2021-04-20 14:31:58,2918211,CASH,REFUNDED,For the children's program
4355,169,131,2021-04-27 07:04:08,339693,BANK_TRANSFER,RECEIVED,Keep up the great work!
4356,684,58,2020-10-12 13:42:13,75036,CASH,REFUNDED,Keep up the great work!
4357,146,291,2024-01-24 09:14:13,2535238,BANK_TRANSFER,PENDING,Keep up the great work!
4358,210,114,2023-05-25 19:03:01,2200247,CASH,RECEIVED,Keep up the great work!
4359,846,249,2022-06-25 06:23:33,1232173,BANK_TRANSFER,REFUNDED,Quarterly donation
4360,338,230,2024-05-22 13:21:41,672974,CARD,REFUNDED,Supporting community development
4361,624,144,2020-10-14 19:20:02,2756430,CARD,RECEIVED,Annual contribution
4362,233,105,2021-05-10 11:41:19,534667,CARD,PENDING,Matching donation program
4363,431,14,2024-08-11 08:24:01,1131590,CARD,PENDING,For the children's program
4364,792,165,2022-11-04 17:54:08,2665216,BANK_TRANSFER,RECEIVED,Quarterly donation
4365,767,227,2020-09-10 02:18:52,1656959,CARD,REFUNDED,For clean water initiative
4366,60,216,2020-02-10 13:36:29,2373263,CARD,REFUNDED,Regular monthly donation
4367,289,17,2022-04-18 04:37:08,26325,CARD,RECEIVED,In honor of International Day
4368,44,260,2022-04-05 16:26:18,2397801,CASH,PENDING,Keep up the great work!
4369,172,273,2021-06-22 13:54:32,1780375,CARD,PENDING,Corporate social responsibility
4370,814,107,2024-03-13 04:45:57,1715746,BANK_TRANSFER,REFUNDED,Happy to support
4371,188,17,2020-02-15 04:28:24,1435447,CASH,RECEIVED,For healthcare services
4372,802,292,2024-05-13 12:35:32,154188,CARD,REFUNDED,Quarterly donation
4373,148,180,2021-08-21 18:11:17,2889780,BANK_TRANSFER,RECEIVED,Matching donation program
4374,416,262,2021-01-11 08:41:40,2564386,CASH,PENDING,In memory of a loved one
4375,378,195,2022-06-25 01:51:43,927668,CARD,REFUNDED,For emergency relief
4376,1140,107,2024-03-19 01:14:55,2674911,CASH,RECEIVED,Supporting community development
4377,38,131,2020-01-14 04:59:38,2879336,CARD,RECEIVED,For the children's program
4378,831,1,2021-11-28 21:04:02,1701560,CARD,RECEIVED,Matching donation program
4379,189,198,2020-05-17 14:45:36,2543578,CASH,RECEIVED,In memory of a loved one
4380,1009,33,2023-03-25 15:52:23,1604715,CASH,RECEIVED,Matching donation program
4381,30,45,2023-02-24 04:13:14,2572004,BANK_TRANSFER,REFUNDED,Corporate social responsibility
4382,158,30,2020-03-27 19:21:49,1118747,CASH,RECEIVED,Regular monthly donation
4383,727,179,2024-01-04 08:50:54,1073258,BANK_TRANSFER,REFUNDED,Annual contribution
4384,690,186,2020-12-25 09:20:50,567514,BANK_TRANSFER,RECEIVED,Supporting women's empowerment
4385,34,68,2021-04-23 22:58:23,1220725,CARD,REFUNDED,In honor of International Day
4386,436,280,2024-11-18 21:29:02,775709,CARD,PENDING,Happy to support
4387,43,171,2021-10-04 12:50:13,1254050,CARD,REFUNDED,Matching donation program
4388,506,264,2022-01-06 15:00:19,1676396,CARD,RECEIVED,For healthcare services
4389,519,30,2021-04-20 20:48:18,2735746,CASH,RECEIVED,In support of your excellent work
4390,654,54,2020-12-16 23:38:06,2771152,CARD,PENDING,In support of your excellent work
4391,938,89,2021-12-12 20:32:46,2089471,CASH,PENDING,Keep up the great work!
4392,1015,289,2020-12-08 22:07:08,723681,CASH,PENDING,Happy to support
4393,314,56,2022-07-25 02:30:46,1706951,CARD,REFUNDED,Supporting community development
4394,333,100,2021-01-22 05:04:44,1592540,CASH,REFUNDED,For emergency relief
4395,736,150,2021-04-21 03:59:26,2345631,CASH,PENDING,For healthcare services
4396,490,17,2022-06-25 14:06:40,897761,CARD,REFUNDED,Supporting women's empowerment
4397,610,270,2024-01-14 20:03:25,2755592,BANK_TRANSFER,REFUNDED,Regular monthly donation
4398,294,62,2024-08-25 15:59:21,390486,BANK_TRANSFER,RECEIVED,Corporate social responsibility
4399,409,105,2023-05-23 06:21:09,479633,CASH,RECEIVED,For emergency relief
4400,876,194,2020-02-07 04:03:27,2640902,CASH,REFUNDED,Tax-deductible contribution
4401,290,298,2021-07-22 18:03:37,116942,CASH,PENDING,Quarterly donation
4402,999,285,2020-10-04 12:40:23,701781,CASH,PENDING,In memory of a loved one
4403,1084,20,2023-10-19 02:02:43,855535,CARD,PENDING,In honor of International Day
4404,1007,286,2022-01-17 23:01:04,292689,CARD,PENDING,Happy to support
4405,588,35,2021-11-28 08:42:22,2309524,CASH,PENDING,In memory of a loved one
4406,976,256,2020-04-08 13:51:12,2263793,CARD,PENDING,In memory of a loved one
4407,482,194,2023-05-07 21:45:41,1255756,CARD,REFUNDED,For healthcare services
4408,507,86,2024-10-24 01:23:03,434024,CASH,RECEIVED,In memory of a loved one
4409,535,201,2021-06-05 02:29:49,234052,CARD,PENDING,Youth programs support
4410,90,274,2021-03-10 07:50:53,1384026,CASH,REFUNDED,In honor of International Day
4411,163,275,2021-01-05 07:38:57,874254,BANK_TRANSFER,REFUNDED,Supporting women's empowerment
4412,1078,151,2023-04-15 06:43:21,2309585,CASH,RECEIVED,Happy to support
4413,614,253,2021-02-03 23:33:41,2411733,CASH,PENDING,Youth programs support
4414,1132,152,2023-08-11 02:15:57,1108104,BANK_TRANSFER,RECEIVED,Annual contribution
4415,359,150,2024-01-17 18:38:31,656473,CARD,PENDING,In support of your excellent work
4416,91,285,2021-08-13 00:27:29,2229514,CARD,RECEIVED,For the children's program
4417,169,190,2020-01-26 06:35:40,2165844,BANK_TRANSFER,REFUNDED,Keep up the great work!
4418,650,91,2020-08-10 16:46:56,1626709,CARD,RECEIVED,Corporate social responsibility
4419,1113,44,2023-05-02 05:51:08,1453786,CARD,PENDING,Quarterly donation
4420,390,70,2022-03-22 02:49:40,2664067,BANK_TRANSFER,REFUNDED,Honored to contribute
4421,380,98,2022-02-03 09:20:21,161442,CASH,REFUNDED,For the children's program
4422,655,65,2020-06-06 05:29:23,1249651,BANK_TRANSFER,RECEIVED,Annual contribution
4423,1007,19,2024-06-23 04:40:46,2914634,BANK_TRANSFER,RECEIVED,Environmental conservation
4424,735,299,2024-11-14 13:14:51,1877583,BANK_TRANSFER,REFUNDED,Honored to contribute
4425,244,35,2023-03-21 10:24:00,2707741,BANK_TRANSFER,REFUNDED,For clean water initiative
4426,729,196,2020-10-15 10:16:14,1253977,CARD,PENDING,Environmental conservation
4427,1025,254,2024-10-20 04:28:40,2856512,BANK_TRANSFER,REFUNDED,Keep up the great work!
4428,1185,91,2020-12-04 23:04:43,652600,BANK_TRANSFER,REFUNDED,In support of your excellent work
4429,260,122,2021-05-07 17:35:34,61338,BANK_TRANSFER,PENDING,Tax-deductible contribution
4430,655,260,2022-03-11 08:44:42,1394457,CARD,PENDING,For healthcare services
4431,142,43,2023-10-22 02:20:42,2950402,CARD,REFUNDED,Honored to contribute
4432,985,88,2020-12-19 07:56:16,2585714,CASH,RECEIVED,For the children's program
4433,965,186,2023-04-03 22:25:56,2394230,BANK_TRANSFER,PENDING,Youth programs support
4434,292,241,2024-05-14 01:11:01,710484,CARD,PENDING,Tax-deductible contribution
4435,507,102,2021-09-03 11:43:31,851819,BANK_TRANSFER,PENDING,For clean water initiative
4436,111,118,2022-06-27 04:43:35,2255873,CASH,RECEIVED,Happy to support
4437,543,258,2022-04-07 19:22:22,1589992,CARD,REFUNDED,Keep up the great work!
4438,141,260,2023-10-07 14:42:55,524108,CARD,RECEIVED,Matching donation program
4439,739,112,2020-11-01 13:52:43,2365943,CARD,PENDING,Quarterly donation
4440,1111,107,2020-10-26 21:23:37,474263,CASH,PENDING,Quarterly donation
4441,262,202,2022-09-07 16:01:57,1356676,BANK_TRANSFER,REFUNDED,Matching donation program
4442,287,114,2020-11-27 14:04:48,2884932,CARD,PENDING,Matching donation program
4443,861,222,2021-06-25 10:11:33,429363,CASH,PENDING,For emergency relief
4444,7,74,2023-05-28 08:04:39,1254342,CARD,RECEIVED,Supporting community development
4445,52,138,2020-07-03 23:26:05,2549556,CARD,RECEIVED,Tax-deductible contribution
4446,89,191,2021-04-11 10:28:38,2011195,BANK_TRANSFER,REFUNDED,Environmental conservation
4447,559,152,2022-01-02 16:14:00,2202536,CARD,PENDING,For clean water initiative
4448,131,246,2021-02-19 01:34:38,2166045,CASH,REFUNDED,Honored to contribute
4449,1080,153,2023-05-22 23:30:36,1382388,BANK_TRANSFER,REFUNDED,Tax-deductible contribution
4450,303,35,2022-01-14 09:32:20,2001815,BANK_TRANSFER,REFUNDED,Honored to contribute
4451,866,279,2023-11-08 21:43:32,102965,CARD,PENDING,Environmental conservation
4452,593,182,2023-12-08 08:48:56,2002401,CARD,PENDING,For clean water initiative
4453,1041,124,2023-11-05 21:56:49,1770205,CASH,REFUNDED,For clean water initiative
4454,970,180,2020-05-13 07:38:43,195310,CASH,RECEIVED,For emergency relief
4455,753,166,2023-07-03 15:10:28,325431,BANK_TRANSFER,REFUNDED,Happy to support
4456,815,118,2022-05-02 04:22:29,1235185,CASH,REFUNDED,Supporting women's empowerment
4457,860,5,2020-08-25 13:04:49,1141637,CARD,PENDING,Tax-deductible contribution
4458,17,162,2022-07-20 16:06:19,1136953,CARD,RECEIVED,Supporting women's empowerment
4459,686,258,2023-04-01 15:57:02,2767234,CASH,RECEIVED,Quarterly donation
4460,624,234,2022-10-06 09:19:36,2546300,CASH,RECEIVED,For the children's program
4461,1056,81,2021-12-17 07:51:21,1511576,BANK_TRANSFER,PENDING,Matching donation program
4462,575,74,2024-12-01 23:11:40,176547,BANK_TRANSFER,PENDING,Corporate social responsibility
4463,1137,189,2020-02-25 00:16:10,145293,CARD,RECEIVED,Supporting community development
4464,1066,35,2021-09-18 07:35:38,1408664,CASH,PENDING,Supporting community development
4465,833,166,2020-11-14 05:41:59,1387982,BANK_TRANSFER,REFUNDED,Youth programs support
4466,344,64,2024-01-21 02:07:59,431835,CASH,RECEIVED,Supporting women's empowerment
4467,932,286,2020-02-15 18:34:46,1577786,CARD,RECEIVED,Honored to contribute
4468,1174,298,2024-05-09 02:32:32,656602,BANK_TRANSFER,REFUNDED,In memory of a loved one
4469,408,230,2021-05-05 00:49:51,2722366,BANK_TRANSFER,PENDING,Matching donation program
4470,573,63,2022-06-06 16:03:57,414884,CARD,REFUNDED,For clean water initiative
4471,679,213,2024-08-15 00:40:04,2405673,CARD,RECEIVED,Supporting women's empowerment
4472,111,171,2020-07-05 14:32:12,405577,CARD,PENDING,Matching donation program
4473,236,162,2022-03-20 16:53:26,1251043,CARD,RECEIVED,Corporate social responsibility
4474,324,278,2020-11-08 23:32:29,760809,CASH,REFUNDED,Keep up the great work!
4475,101,58,2021-09-14 08:45:37,2223063,BANK_TRANSFER,PENDING,Supporting women's empowerment
4476,232,287,2022-08-15 17:26:46,597054,CARD,REFUNDED,For emergency relief
4477,537,269,2023-10-17 06:09:59,1362106,BANK_TRANSFER,RECEIVED,Tax-deductible contribution
4478,541,98,2022-03-11 19:01:47,1892782,BANK_TRANSFER,RECEIVED,Honored to contribute
4479,308,98,2021-03-02 22:46:50,2774448,BANK_TRANSFER,REFUNDED,Happy to support
4480,720,295,2020-11-20 03:31:43,2852509,BANK_TRANSFER,RECEIVED,In honor of International Day
4481,767,139,2020-10-12 20:20:48,2441760,BANK_TRANSFER,RECEIVED,In memory of a loved one
4482,351,197,2023-04-19 22:25:58,562453,CASH,RECEIVED,For healthcare services
4483,431,160,2021-12-25 04:28:18,86209,BANK_TRANSFER,PENDING,Youth programs support
4484,489,99,2020-03-15 12:49:35,1774389,CARD,PENDING,Youth programs support
4485,56,119,2021-11-12 14:09:36,1905298,CASH,RECEIVED,Supporting women's empowerment
4486,447,25,2021-07-23 01:35:42,199326,BANK_TRANSFER,RECEIVED,For clean water initiative
4487,989,191,2024-12-12 23:34:19,1422372,CASH,PENDING,Quarterly donation
4488,345,202,2022-10-20 03:17:50,1981180,BANK_TRANSFER,RECEIVED,Happy to support
4489,706,127,2021-05-14 08:27:33,2131462,BANK_TRANSFER,PENDING,Honored to contribute
4490,48,211,2024-12-03 14:55:46,662096,CARD,REFUNDED,Supporting community development
4491,20,297,2022-12-28 22:13:29,2450189,CARD,RECEIVED,For clean water initiative
4492,208,179,2023-10-03 14:51:46,2208651,CARD,REFUNDED,Quarterly donation
4493,950,103,2020-07-18 09:03:38,2859316,CARD,RECEIVED,For clean water initiative
4494,1185,33,2022-01-10 08:10:36,2899684,CASH,PENDING,Tax-deductible contribution
4495,394,48,2020-05-01 11:42:00,2550329,CARD,REFUNDED,In support of your excellent work
4496,947,248,2022-10-12 21:39:52,805987,CASH,RECEIVED,Quarterly donation
4497,631,255,2020-12-19 13:24:51,1989498,BANK_TRANSFER,RECEIVED,In honor of International Day
4498,438,171,2023-01-27 04:38:35,118256,CASH,REFUNDED,Happy to support
4499,968,197,2024-10-24 14:14:12,239539,BANK_TRANSFER,RECEIVED,Matching donation program
4500,172,272,2023-02-18 21:22:42,1746592,CARD,PENDING,Happy to support
4501,644,104,2024-01-11 17:18:32,2939217,CASH,RECEIVED,Environmental conservation
4502,1157,122,2023-09-22 11:31:30,1826981,CASH,PENDING,Tax-deductible contribution
4503,772,97,2021-01-06 18:21:00,1102619,CASH,REFUNDED,Honored to contribute
4504,269,97,2021-10-20 17:50:15,2010835,BANK_TRANSFER,REFUNDED,For healthcare services
4505,529,216,2022-06-09 16:11:58,305627,CASH,REFUNDED,Keep up the great work!
4506,747,247,2024-04-25 06:53:44,1387807,CARD,PENDING,For emergency relief
4507,640,14,2023-04-10 16:36:31,2199584,CARD,PENDING,Tax-deductible contribution
4508,320,69,2023-01-01 07:12:51,2295455,CASH,REFUNDED,Tax-deductible contribution
4509,1055,195,2023-11-25 01:29:45,914628,CARD,PENDING,For clean water initiative
4510,589,200,2024-09-16 14:20:34,582901,CASH,RECEIVED,Annual contribution
4511,777,137,2023-05-01 09:42:44,2416748,BANK_TRANSFER,PENDING,For the children's program
4512,960,247,2022-09-01 23:26:43,2154295,CARD,RECEIVED,Annual contribution
4513,241,12,2022-10-25 19:26:05,2065593,BANK_TRANSFER,PENDING,Youth programs support
4514,712,53,2024-05-12 14:26:17,2628485,CASH,REFUNDED,Keep up the great work!
4515,235,53,2022-11-19 05:53:59,2810153,CARD,PENDING,For healthcare services
4516,153,274,2024-06-07 18:07:43,664828,BANK_TRANSFER,PENDING,For clean water initiative
4517,1128,196,2023-01-27 03:53:05,223052,CARD,REFUNDED,Quarterly donation
4518,762,160,2023-06-21 04:30:52,1595652,CASH,REFUNDED,For the children's program
4519,378,163,2022-11-03 16:04:27,1466056,CARD,REFUNDED,Youth programs support
4520,272,293,2024-11-22 22:12:35,126704,CARD,RECEIVED,For clean water initiative
4521,556,183,2023-02-10 15:49:19,2389922,CASH,PENDING,Corporate social responsibility
4522,1050,3,2022-11-03 06:19:38,2036550,BANK_TRANSFER,PENDING,For emergency relief
4523,502,158,2020-12-13 21:45:02,1599821,BANK_TRANSFER,PENDING,For the children's program
4524,267,23,2024-12-08 13:29:25,2709365,CARD,REFUNDED,Supporting community development
4525,881,282,2022-04-18 08:25:04,1962071,BANK_TRANSFER,PENDING,Honored to contribute
4526,860,118,2023-02-03 23:06:51,912869,CASH,PENDING,Tax-deductible contribution
4527,220,179,2020-03-18 10:48:28,2816877,CARD,RECEIVED,For clean water initiative
4528,454,260,2023-02-22 23:18:35,855144,CASH,PENDING,Supporting women's empowerment
4529,482,295,2024-08-01 01:32:00,1567779,BANK_TRANSFER,PENDING,Supporting community development
4530,1157,291,2024-02-07 11:59:01,2517094,BANK_TRANSFER,REFUNDED,Quarterly donation
4531,807,300,2021-08-05 02:30:34,225790,CARD,PENDING,Matching donation program
4532,141,13,2024-12-25 09:51:57,1966900,CARD,RECEIVED,Supporting women's empowerment
4533,707,49,2023-12-24 03:19:57,400673,CARD,PENDING,In memory of a loved one
4534,465,287,2020-04-23 05:21:44,1443311,CARD,RECEIVED,Quarterly donation
4535,3,30,2023-12-04 19:54:03,429949,CARD,REFUNDED,Quarterly donation
4536,110,82,2021-04-02 04:22:20,800970,CARD,PENDING,Corporate social responsibility
4537,77,30,2020-05-09 09:51:17,193361,CASH,RECEIVED,Keep up the great work!
4538,1059,43,2024-04-24 13:33:04,935393,CASH,REFUNDED,Annual contribution
4539,724,217,2021-03-28 02:14:31,2998439,CASH,RECEIVED,For clean water initiative
4540,829,280,2024-03-12 16:10:31,1582194,BANK_TRANSFER,RECEIVED,For emergency relief
4541,1144,61,2023-10-14 03:44:18,2110817,BANK_TRANSFER,PENDING,Matching donation program
4542,1081,62,2021-10-17 23:04:11,2184886,CARD,REFUNDED,For clean water initiative
4543,816,85,2022-07-05 11:02:16,160373,CASH,REFUNDED,For clean water initiative
4544,673,286,2022-03-15 07:02:55,326384,BANK_TRANSFER,PENDING,Annual contribution
4545,211,44,2023-03-06 00:53:01,1155857,CARD,RECEIVED,Supporting community development
4546,643,31,2020-01-22 22:25:49,1010421,CARD,REFUNDED,In honor of International Day
4547,1097,174,2022-10-22 01:47:37,2490597,CASH,RECEIVED,Regular monthly donation
4548,260,131,2021-03-28 10:01:25,1985915,CARD,RECEIVED,Environmental conservation
4549,311,163,2021-12-16 17:47:06,2656899,CASH,PENDING,Keep up the great work!
4550,316,236,2024-11-24 08:42:55,2919578,CARD,RECEIVED,For healthcare services
4551,896,121,2024-10-10 03:05:50,365409,BANK_TRANSFER,REFUNDED,Corporate social responsibility
4552,158,120,2024-05-23 01:23:59,2865471,CARD,PENDING,Happy to support
4553,37,79,2021-02-11 16:31:24,586228,CASH,PENDING,For healthcare services
4554,121,139,2020-06-26 05:16:46,1917362,CARD,RECEIVED,Keep up the great work!
4555,977,288,2024-09-25 09:47:12,1418288,CASH,RECEIVED,In honor of International Day
